thread_count,gsm,tensile_strength,shrinkage_percent,color_fastness,fabric_thickness,defect_count,elongation_percent,moisture_absorption,fabric_type,weave_type,finish_type,production_method,inspection_time_minutes,machine_temperature,fabric_quality
166.0,157.0,16.668462157815508,2.669568392265363,4,0.7756453361281596,1,13.021819256604749,9.325293892491947,3,1,0,1,18.24611948108676,44.333853797321495,0
331.0,399.0,43.47721474813642,6.831231543948,3,0.3078683538480088,8,27.706113283438285,5.575772939236178,3,1,2,0,50.36054268031621,27.51445347911912,2
94.0,352.0,33.458698058845144,6.860422499804317,5,0.5692462850293238,12,25.28937749739003,4.818293097170859,4,2,2,0,50.70753492280906,42.337318990133625,1
308.0,180.0,88.64844629493338,5.941140615626559,3,1.0469151920454411,10,17.884695242395743,4.070594190719069,0,2,0,0,57.67704226405429,29.62343348579035,2
266.0,375.0,109.83978826284586,2.9880707455321494,5,1.4257796574402204,0,6.677466193116637,13.228851296033705,0,0,1,1,11.570326057129126,42.8753832064192,0
124.0,199.0,112.2181257224386,5.521799764275306,2,0.6269580518172677,2,11.11822163790545,7.585571664301346,0,0,1,0,44.08925584901117,25.0790482032184,0
250.0,137.0,85.7729677871384,6.154543643258728,1,1.4557684410769811,6,7.534448882654926,3.50423221643689,1,1,0,1,5.457454425161581,21.495072005011817,2
273.0,96.0,45.46819155862961,8.140142811515325,2,0.6757807726391465,1,6.963798956980484,11.670215168080023,2,0,0,0,38.87119307337674,35.8077656301664,2
315.0,256.0,113.51241902050316,9.142498749331398,2,1.290947200610998,3,23.25646824242414,6.832130408078753,3,2,0,0,12.090056214220729,31.768633887035627,0
213.0,111.0,86.19112399221818,4.678854513450728,3,0.8184459095922019,6,31.94144684143157,11.814480482477132,3,1,0,1,17.576601786052084,42.478924209763456,0
213.0,243.0,53.200196893847874,1.1534282442444437,2,1.3507105401097457,11,17.724523384866444,4.646494935425556,3,2,2,0,58.31891854700845,25.545167195366112,1
230.0,345.0,51.664724110378174,6.844536920665935,5,0.8503254981222634,14,33.66988954012976,3.7957515861594975,4,1,1,0,53.448506372403074,34.691343809207254,1
260.0,200.0,62.048531941581615,8.617079471469397,5,0.5258847822624539,1,16.298146323264717,13.838416377167071,0,1,0,1,29.26888330802231,37.77728645896339,0
113.0,348.0,112.65053305578806,2.9006178523540944,5,0.6003922751741846,2,11.887031337022936,8.785076128795337,2,0,2,0,24.326890624647437,35.16616546331822,0
213.0,396.0,56.18136616120704,2.25020640406984,2,0.1577317510382793,14,24.910972672101508,4.63469977841609,3,0,2,1,31.57927894916913,23.990315810723704,1
158.0,274.0,119.34220618633258,7.983226107923981,1,0.1975036138274057,10,8.122496511332265,11.943796798204062,3,0,0,0,36.27599880076672,25.5174539215358,1
113.0,394.0,93.04102455050958,1.6848968920521057,2,0.7508098768434547,9,24.56810168635189,5.446784540501446,0,1,1,0,18.37468302786824,41.96995963347808,2
81.0,233.0,31.07632215221337,1.4746782089130528,5,1.0923895304884292,9,33.73778358937446,8.96410377960839,2,2,1,1,32.793341527008664,23.271526436452568,2
152.0,127.0,106.81383502857236,4.7256793728683695,5,1.118289030440872,3,8.286600579007025,14.92157551947276,0,0,2,0,26.12455135439852,44.98029295890797,0
100.0,310.0,46.89875816463965,6.921469102302139,3,1.1216254671365202,12,18.986624186252207,14.747343025387266,3,1,2,1,10.747666957923968,25.515319181623173,1
212.0,151.0,19.72641325392697,5.274222840636516,1,1.3100072898123398,11,7.378721367316322,4.329666378156859,1,2,2,0,33.49624118780057,42.32695846039279,1
261.0,105.0,61.2395577847792,4.70271437804564,5,0.9850065038308652,1,38.75584269201333,3.496420015955277,0,1,2,1,43.9101628220015,26.00950663442524,0
218.0,96.0,94.96625726146408,7.550392233095086,2,1.3312303093439732,4,19.93145400094133,7.761564587287221,4,0,1,1,20.193200074733767,33.678717656353726,2
178.0,188.0,65.39295104168508,1.274682086238899,3,1.2984163338418389,2,28.132294666466706,9.468066255306043,0,1,2,0,35.90774830325957,33.32561696241485,0
197.0,338.0,38.6986790983335,8.353856128038622,1,0.7658202962913341,9,11.31140064902942,6.866499823481693,4,2,1,1,10.73204022024082,27.05094352734732,1
126.0,104.0,74.48870585395929,3.3949761494797803,5,0.5055397351863021,14,34.468041665994875,12.912298950899029,1,1,1,1,27.54733102651486,30.953889166268603,1
234.0,286.0,52.87879467488341,7.977041668570208,3,0.6139500784750604,11,37.01453583847412,7.642719999716581,0,2,0,1,51.474657143856845,22.12259347726481,1
213.0,373.0,66.99456199959886,7.052244587435246,2,0.2137204917808479,1,9.213789571100996,13.594770415483833,4,1,0,1,57.84354015185191,38.71024846427175,0
161.0,213.0,59.793414447817845,7.226837664694467,3,0.319018232833956,12,19.89730153817265,8.653383775565487,2,2,0,1,18.756766296253065,23.47638604920764,1
184.0,235.0,31.91097169681316,4.503374834819451,2,0.8008441890244282,7,24.87889972759922,12.55325707089546,3,1,2,1,40.408016438863775,28.54592069491514,1
342.0,201.0,81.50740897796882,5.274222840636516,4,0.4565749880594365,13,9.303024999980376,9.962547761453624,4,1,1,1,44.96102180301804,25.038437972320697,1
275.0,297.0,100.25251361114778,1.7074326373958617,4,0.8815043507196896,1,36.79334797469241,3.8468277982405774,4,0,2,1,44.04379667607673,22.099374347787997,0
164.0,222.0,114.64841372080146,8.908584167519972,4,0.94556372624938,11,7.24788113287593,5.715352030835332,0,1,1,0,18.834592967730263,30.706241391252888,1
213.0,193.0,109.6593153219154,4.00728458321292,4,0.1845033877738985,12,22.7261236382595,5.335895787566038,0,1,2,0,39.42218275739303,38.65139519839609,2
220.0,175.0,87.75698267687444,7.748845230113003,1,0.8735301835867767,13,37.80045112372166,10.616745617940632,1,2,1,1,28.79691820676313,28.424547615650248,1
213.0,195.0,100.11473050503211,5.831461672613711,2,1.1671259790917188,4,5.796801949325942,10.775541000076757,4,1,2,0,15.155831399579048,25.49778217831536,0
245.0,179.0,98.06463855896108,2.89182325371125,2,0.4220003633942779,1,38.04654064153693,9.992776131533397,2,1,2,0,48.07404930294896,23.61828531741244,0
303.0,148.0,84.41495392702105,5.553039886844286,3,0.9731056169079152,0,30.71106649583882,4.516616844800975,1,1,1,0,56.0347363383907,39.32205362996598,0
317.0,308.0,74.56948479895361,3.908944936918593,2,0.726028612805111,6,35.27991285190368,5.079206281263373,1,0,0,0,38.19804302343066,44.82536622146978,0
186.0,216.0,116.9031548038255,2.91135681428848,4,0.7594952918463607,2,14.433377087517734,9.436241990836788,0,0,1,0,15.888897527205824,30.146955030885497,0
299.0,91.0,100.51535691809394,9.746194072141638,2,1.3353779619723245,10,30.23528948426371,4.171210813242727,1,0,2,1,49.9342972963262,24.941190669727817,1
221.0,315.0,98.04714800248816,0.8697017752019394,3,0.6583119619051196,0,34.51526025100375,3.3202435063011184,0,2,1,1,18.822412282798886,30.445786568264037,0
155.0,194.0,61.62720062590734,5.274222840636516,1,1.2675024255507297,14,25.552256576445444,9.232426029496224,4,1,2,0,29.95304818789621,21.409915535303856,1
253.0,117.0,75.11009287807136,1.8372412692692752,4,0.5527272552881627,4,14.329395972212351,13.601972311175436,4,0,0,1,37.183465001518144,20.85131809254072,0
159.0,141.0,87.20410460581157,5.747723027619841,3,1.0892974744976294,14,31.74021218327746,9.22881682861586,1,0,2,0,10.31776385446311,43.72531322908263,1
213.0,243.0,92.23154209574452,5.274222840636516,4,1.2847134903007853,14,17.802107015104667,5.3602136738998265,3,2,0,0,6.377955599361096,27.99181190047946,1
187.0,172.0,78.99196836599182,2.4934351570243924,1,0.4468429012201557,1,13.457917393895958,3.2603032491287998,0,1,0,0,9.775758137127848,43.16740726675168,0
113.0,323.0,59.85463465632316,7.316162762069655,3,1.1147870529275503,2,23.147237582384133,14.331543219484049,3,2,1,1,12.454608984734978,22.715676461539097,0
198.0,198.0,21.42667105099026,5.024025690609724,1,0.8464113880230235,14,35.84802509611102,13.549651858660404,0,2,0,0,34.37269781519888,38.96429776464876,1
304.0,182.0,86.2401040588015,1.611093308285935,3,0.1726862636753829,5,19.30591099618044,7.610814493312526,2,2,1,1,41.40616673805553,42.33475254073214,0
323.0,267.0,47.046343385460005,0.6134175300116937,2,1.3677151542242254,14,24.63832784649886,3.0787096400668728,3,0,1,1,27.36121727738344,43.58262692560328,1
81.0,323.0,49.01884883453069,8.88906687061353,5,0.7936588871263308,1,18.03378060229351,7.2269350459964,1,0,2,0,40.44415550219402,23.03421125991017,0
82.0,93.0,84.40381299020528,2.160653169426669,3,0.4089782523039657,4,13.482698964657022,8.95591821148643,2,2,2,0,5.808942979042764,34.58484235099963,0
119.0,277.0,91.77262543504445,9.534260804183084,5,1.4698171124355852,13,17.43655343808259,3.671363334236888,3,1,2,0,57.02687327903159,33.86958727405093,1
213.0,214.0,118.13890284400118,4.9152023669342455,1,0.3156493113138668,5,8.924208817545988,6.876376757732153,0,2,2,0,11.94750660177591,40.04828148017252,0
186.0,94.0,50.18657024697499,5.274222840636516,2,1.2196740057150612,6,6.804651851014029,3.9611378228537055,3,1,1,1,59.98938145550655,44.164301372580695,1
314.0,341.0,51.97927433572695,6.305554431795229,4,0.6523195523360565,1,10.203762352711646,13.156081007561925,4,0,2,1,16.365095859185054,22.61452259455369,0
291.0,346.0,111.18868821795029,5.274222840636516,4,0.3740054217151231,2,25.96061637524019,10.575638735614763,0,1,0,0,59.0936876777857,34.80346376054647,0
194.0,243.0,29.37735902521117,9.459053228852431,5,1.3476402298975774,5,11.08269281951926,12.047681537379503,1,2,1,0,31.76118396438339,35.71580084093082,1
347.0,335.0,100.0445609760746,5.776312500818191,3,1.3876432364121514,5,8.615137844400152,10.773137302076172,3,0,0,1,5.276441794700714,20.305981217198585,0
244.0,238.0,83.2858948078876,3.719060481684953,2,0.2835098521141157,8,27.17294883011965,12.841193851297016,0,1,0,1,13.850494041426144,27.08041339501267,2
278.0,136.0,30.79182246903183,6.533659745773347,4,1.1109255312269268,8,18.681073722242235,14.672077410855303,4,0,2,0,5.8749197065431975,37.77872396969372,1
238.0,183.0,53.70770990854945,2.0176269340912434,4,0.3836221112873998,1,6.513928082282111,14.943681470949397,3,1,2,0,29.286135355536768,31.430515450585293,0
284.0,254.0,78.97531441583973,6.090746767476119,2,0.6474394661706641,6,13.971895349698013,11.567194100169962,1,2,2,1,56.06506804013712,35.92377084822909,2
213.0,223.0,53.2771120141553,1.2972546046559768,4,0.8123469445498772,8,11.115856448029414,3.479147108894055,4,2,1,0,33.54175152415495,42.1475261796836,2
284.0,93.0,94.70785555432111,5.693121308936711,5,1.178113349537756,10,10.397435601654555,12.294398128601006,3,0,0,0,42.798593458957455,30.06512500540274,2
223.0,188.0,53.59175558302975,5.192999714025511,3,0.5169433459169532,0,30.07764396152233,14.488090256659598,3,2,0,1,50.13733894035244,43.55031703564551,0
282.0,355.0,79.0186818434016,7.402386027694533,4,1.1492665982474346,5,34.36928854140328,9.775183163292937,0,0,2,1,12.830663175102323,44.99021435416218,0
154.0,336.0,37.80218978999592,0.6587061010837498,5,0.804003734288527,14,15.702965403431577,5.4257995308166524,3,2,0,1,22.211148472820057,29.244088929980293,1
337.0,384.0,31.94743890988005,6.979494598096976,5,0.7233879064502279,8,32.393471998140726,10.979790543538847,1,2,0,0,48.2047450568254,40.36006967878549,2
223.0,170.0,38.33099339483283,1.432198777576098,1,1.4987010881097818,14,18.70999698991428,14.46678913973286,3,0,0,0,12.329247310315871,23.06840523857015,1
128.0,188.0,92.01062049467149,4.81636344839361,4,0.7583874663914739,3,5.858861651219664,7.18490577457403,3,2,0,1,36.047065206326494,28.564419794190144,0
274.0,105.0,90.46956500527786,8.150768620336855,5,0.2861574718230018,1,32.19736312399503,6.233797963784298,3,0,0,0,38.47801124324139,27.14168784836307,0
296.0,326.0,94.5657626717271,6.327217276099516,4,0.6381329916560647,12,34.300674570655374,12.823494848592867,4,0,0,0,19.30390703159037,41.67501210265122,2
333.0,243.0,15.204929900450905,8.3953682930637,1,0.9494350403643522,9,34.03208458479628,3.6227221525864266,1,1,0,1,20.039965138944304,35.324371193803444,1
158.0,318.0,100.38340857567708,6.244462174690907,3,1.3936534267885892,10,39.33011012438256,8.207005504689123,1,0,2,0,5.786446872166507,30.13620347914304,2
147.0,143.0,67.77268260864915,5.945722157150216,2,0.2591907579810654,4,34.50222216094102,9.90858822748699,3,2,1,0,30.04275138288669,29.77536827930686,0
161.0,262.0,57.03398039868573,9.174806759846891,4,1.1656249985543474,1,25.4537167786158,7.90114172196167,3,0,1,1,24.94012578110005,44.517755801287095,0
345.0,119.0,79.28998578742606,2.475916165296911,5,1.1557004294818394,2,31.21161225607735,8.302774668178078,4,2,2,0,37.91811054599499,42.11483956571544,0
328.0,210.0,29.30597883624887,6.5756133390584,4,1.3113506764946723,2,18.6297836995156,9.824012032102154,2,2,2,0,10.88707501295128,23.98027692255828,2
314.0,105.0,19.5186914768046,1.315936194346347,4,0.2006909842971605,8,37.15036213525335,7.651822866805498,1,1,0,0,56.435517754079314,34.152004264810884,2
340.0,233.0,32.49043891413669,2.8355526560033963,1,0.1841480211041425,14,22.5852055044111,14.207428650796295,2,2,0,0,46.96987510507273,24.918079735840845,1
294.0,148.0,102.1178538567668,2.3566294627620232,3,0.3073275797909154,7,7.092619238791776,7.73916941917993,3,0,1,0,5.93803147092288,32.23838629594572,0
335.0,102.0,98.61049263882582,9.42714439360239,1,1.2237371524896266,1,38.47055924173217,9.964667799368822,4,2,0,0,44.53242855331318,31.917759771319417,0
159.0,184.0,67.30380278753088,2.6905019416594618,3,0.4486605582973436,0,25.775742747229568,4.681004546367342,3,1,2,1,47.76295141513253,37.38869366565829,0
99.0,181.0,112.8828442159094,1.4648172449908512,3,1.3171993446340629,13,8.307657777509505,3.387571639453008,2,2,2,1,31.686319421042384,38.220917490311614,2
186.0,124.0,100.68380632310728,2.844883861982782,5,1.0657481755809997,6,9.234607953435171,8.40879131709784,1,0,1,1,14.33922310625752,22.404216966657327,0
195.0,289.0,47.29528512179999,7.682746129532052,1,0.4777549155556362,12,27.425704907795996,6.922466585524526,4,0,0,0,57.15202792626907,29.013091256829465,1
218.0,243.0,103.95707174741575,3.1715169356820194,1,0.6498492165910003,2,18.787930529616407,8.744582784699709,2,1,0,1,5.051066595470824,22.2660329206688,0
285.0,109.0,54.15274325753752,8.565117108252169,3,1.100752289240455,2,26.648665159766363,6.114477233721979,4,1,2,0,23.413661206860915,43.9532680491496,2
253.0,259.0,116.05340720892,7.6995656012026945,4,0.5619494863521719,11,15.232294437199608,10.654745891539624,4,0,0,1,18.95898661985177,36.80987278725354,2
271.0,347.0,58.41268654356773,6.146228717636455,1,1.3244060646495974,8,6.2939244070129785,10.607630218084545,0,0,1,1,21.206549532359634,26.380981885332645,1
203.0,264.0,96.02852771561976,0.7010814532739595,1,0.4231082312054202,4,29.528250874807263,3.3235141375426323,3,0,0,1,53.342431571991526,27.82096664303457,0
128.0,184.0,38.54985618407552,0.8214726011798125,2,0.2798429561432489,2,38.615626813857695,4.986638464522043,3,2,0,1,23.546287395727333,33.45516596848316,0
207.0,274.0,34.55657487700217,8.243243189036146,5,1.2900405253435208,3,5.170872094431506,3.787935461356244,2,1,1,1,6.179251487820908,30.300985920677924,2
241.0,247.0,70.82268052553869,2.6969107705928312,3,1.3277659132392083,8,7.699183087554028,14.224800693999,4,2,1,1,15.972913234248717,39.24574312931496,2
92.0,390.0,115.40508919452222,5.572360701923132,1,0.5956822715419304,11,9.466345042921908,13.613018056636182,0,2,0,1,42.037729481503725,33.07115237230412,1
87.0,116.0,99.53314610317275,8.102522169401997,4,0.6865718527209419,14,20.10247206222312,5.54752412865758,0,1,0,0,48.14814159153839,41.06988493869082,1
330.0,277.0,70.21929357887493,1.037240924340548,1,1.1786158911753264,5,24.433115952479746,14.272650337931156,3,2,1,1,40.77304873059789,35.44346767244481,0
185.0,98.0,64.69433572821688,4.523102819792904,4,0.9871298515853166,7,23.30527740154361,8.06259241090803,0,1,2,0,41.65590490295536,32.49404633939212,2
213.0,102.0,64.21154013893832,4.363949011989073,5,0.2848518201713425,4,26.478187010755796,10.822300526971397,1,0,1,1,45.89238256075982,26.483570605762143,0
272.0,391.0,116.88075074252964,8.267708189841105,3,0.2524273055108351,14,27.33949133257617,13.903476342432327,3,0,1,1,34.81969551230562,21.754965348416604,1
134.0,270.0,94.6168215777263,2.0151155853173357,5,1.2654345926119428,4,30.529993366456782,14.18673905037307,1,0,1,1,18.637942048402188,40.109513178997474,0
155.0,167.0,27.66003655584561,0.8177658248133491,4,1.1906627626394728,6,14.310505409527488,9.023468531086142,3,2,0,0,9.49075754700844,35.9711057267244,2
87.0,141.0,43.76134119032714,8.21861214106,3,1.0106232118808116,13,21.396089490952622,6.609930057463701,1,1,0,1,36.36060328782736,37.477732745405774,1
142.0,177.0,45.19421606196158,2.789041292034179,5,0.8420986359340306,7,6.449954398685676,3.58479565523903,3,2,2,1,44.14461830486933,27.765450479367768,2
276.0,181.0,100.32556993143756,4.842212391658527,5,1.1895896298278958,4,30.95097206262012,13.582665726462436,2,1,2,0,34.17453526559951,31.47905073455865,0
316.0,243.0,63.525069951524976,6.576552077937636,1,0.7417831709189052,6,37.40644690897743,9.81266527503548,4,1,2,0,39.71200576611744,24.96306555113534,2
104.0,323.0,79.14279470549124,0.5233696012333391,2,0.1694206099298628,5,10.103647103683045,14.91002970595039,0,2,0,1,9.581245553023004,24.090754745141695,0
204.0,248.0,38.206153847298665,2.3093997987638333,4,0.4856795698776401,1,29.134526582636195,11.485800547927186,4,2,2,0,14.572379499881688,33.918268245297575,0
347.0,267.0,26.804648011751787,9.875471348298063,1,1.2433360246496772,0,29.939833300946542,6.221023562325572,2,0,1,0,13.731841814886678,22.914825065822537,2
191.0,294.0,55.6591927086396,2.5591156598049056,4,0.964079876326751,6,10.3409968195425,13.821546569248756,4,2,2,0,7.452878718741493,31.34572962275582,2
117.0,284.0,36.900613220151264,7.205793980170249,4,1.4559818811843666,3,30.16639202985772,7.026016680914803,2,2,1,0,51.66351306117506,22.901799726986965,2
234.0,399.0,90.70018497658148,4.78996647332245,5,1.2209222810256577,10,13.45477413947552,14.369849137822268,1,2,0,1,15.583725933857028,27.290834599631133,2
282.0,160.0,106.71491086551222,7.034046021353082,3,0.8780177603328446,5,32.93944538138267,9.448446123293008,2,2,0,1,5.383246466960698,20.618497125755702,0
317.0,296.0,37.17023694191565,7.546117434610992,4,0.3316181054395786,14,39.83140061813962,8.11480776239348,3,1,2,0,24.413700650318837,36.23078151118145,1
85.0,286.0,95.45917493850112,0.5573913148847273,5,0.7715165323819599,10,37.37801843288796,10.886593105537171,2,0,1,0,46.76659502248783,36.99381731827168,0
153.0,242.0,39.886367618448574,4.003763500313475,2,0.337848053959027,0,32.539225372347715,14.006686104790267,0,0,1,0,42.065816404790574,41.343587645721655,0
82.0,156.0,41.43618957582032,2.1679080216925075,2,0.299775247497406,1,5.827140844264501,4.447579656080332,2,2,1,0,10.832723672420505,27.399108013112563,2
194.0,181.0,68.48566753897944,5.230721349128955,5,1.2070028304657678,8,6.231387983579193,12.380829698120014,3,2,1,1,8.622724015916852,39.1087826818558,2
244.0,336.0,67.77268260864915,2.976980831671335,1,0.1539862405632026,6,27.85205557514969,8.22352802334543,2,2,1,0,26.039120197898853,39.137968446777606,2
184.0,94.0,96.6353313769186,9.783544920842424,4,0.3120877803551568,13,31.05435535465925,4.667215242115784,3,2,2,0,12.55785844029657,32.083905439977414,1
133.0,124.0,39.1296393472483,7.697860723687992,5,1.320736408707818,5,37.73730652897492,10.709956732199334,0,2,0,0,27.36709348259175,38.78270437465916,2
190.0,343.0,100.95364334643736,4.3872975168484185,2,0.7168950575676909,1,7.18004482018771,5.771316052849102,0,0,1,1,52.09125635273728,26.757038159330563,0
133.0,111.0,63.57667057831912,6.016757637633956,4,0.8567164347425207,3,27.928088164830932,10.547291755885196,0,1,0,1,14.865463819858572,33.2828175394618,0
182.0,120.0,79.78547834443198,2.345605335634147,1,0.7464261567970565,3,37.9594338943412,11.552430464165155,4,2,0,1,50.70501840952088,29.885802968639524,0
213.0,354.0,67.77268260864915,5.3650394883673975,4,1.1439808125376802,12,15.23265447360471,5.212381611506783,3,2,0,1,38.629096523575846,38.45906649126773,1
198.0,213.0,27.032026541994234,8.726061354093448,3,0.5247410725485462,7,11.345903469168787,7.182039376948087,1,2,1,0,40.41582257290188,39.21797034209752,1
127.0,249.0,81.9939423059173,2.0078207865174917,1,0.7420848445415492,13,26.88164116967016,10.916279197119051,0,0,0,1,6.260407296929807,20.237151489151497,1
252.0,216.0,66.54721139638465,2.2336746983096942,5,0.7975185738282926,0,30.78788057469075,13.236389192301676,0,1,2,0,32.69994913440038,32.9787723800188,0
223.0,118.0,84.64673373503658,5.274222840636516,5,1.2525678050762103,8,38.05843593245271,9.193878674841596,1,0,2,0,16.88783595015667,40.7871772955039,0
281.0,336.0,23.315020616089438,6.817556712965978,2,1.3896309529981163,5,31.651611205924365,10.92466782670357,3,1,2,1,37.40468213338735,37.20888500794533,2
136.0,347.0,88.53322921492259,1.3265630960334802,3,0.2098844358354547,6,34.58780696145233,12.31724274190655,4,2,0,1,15.017113434133044,41.8061081378502,0
317.0,184.0,83.5676544489436,7.185669668402691,1,0.2892751274043825,6,9.92917370059232,3.960511209994037,2,2,0,0,8.665222718104534,31.1193847819986,2
213.0,152.0,89.91333012558668,2.121672212688924,3,0.946781717927966,6,39.85831200095965,7.802805860723829,4,1,0,1,23.40104026710865,42.76514086229713,0
213.0,106.0,108.20670502744474,2.4920532953371977,2,1.023949169945675,5,35.06044499284719,14.010419620871772,1,2,2,1,10.284172677335215,34.05996640008296,0
261.0,296.0,60.82255378235385,3.4743921088955374,1,0.6062726230551602,14,31.237945211899856,8.120779058781237,3,2,0,0,31.969891876184697,28.60111541695398,1
137.0,378.0,22.85397409631344,3.1964221647735727,4,0.3476114361980126,6,36.7216799529413,9.045093172117454,2,2,1,1,55.46412854657937,28.939129579588624,2
204.0,297.0,112.89714840412366,5.154905743746656,2,1.1634185401344626,6,39.35829974102106,11.517094314737662,0,1,1,1,36.7470217414617,26.368423008889486,0
274.0,263.0,81.30945316531185,7.034119221128408,1,1.308905114941367,8,8.521410822851127,10.304415770546107,0,1,2,0,48.15344242264414,34.84012835390948,1
335.0,372.0,55.2037517995592,5.274222840636516,5,0.68169145846392,13,5.53552487989875,10.795607414327792,4,1,2,1,58.46587235789139,33.918849632966655,1
233.0,345.0,35.11213331482031,8.222747077022545,2,0.2333049616159285,9,21.994682359029976,13.97928727045999,4,0,0,0,40.98570106344905,22.332311340378485,1
204.0,296.0,98.62410191723264,0.6969139508707335,1,0.631010764161665,4,34.37540915183192,11.68381120182251,1,2,0,0,36.44215583210845,23.554268556165592,0
106.0,391.0,44.87521079327035,5.274222840636516,3,0.5625085669905673,4,21.827202681488554,10.356077566429818,4,0,2,0,19.33912727201733,38.39562964374433,2
305.0,92.0,76.64813144771998,7.578420690276634,5,1.1913240072114093,11,19.538856104953453,8.508533139417324,2,2,0,1,56.81015618109518,36.05933755822748,1
233.0,300.0,77.89844954622279,3.388740147331187,2,1.2251591838102287,11,24.360833109776628,5.337726209135745,1,1,1,0,29.529780838954657,29.81415275984155,2
212.0,243.0,67.33657586782925,4.694792265352292,4,1.0915332551366057,4,33.90805265103034,5.776718130482516,0,2,2,1,27.25800898027171,42.016196247825846,0
